co_cid,no_agravo,nu_prazo_encerramento
A26.7,SEPTICEMIA POR ERYSIPELOTHRIX,0
A26.8,OUTRAS FORMAS DE ERISIPELOIDE,0
A26.9,ERISIPELOIDE NAO ESPECIFICADO,0
A27,LEPTOSPIROSE,0
A27.0,LEPTOPIROSE ICTEROHEMORRAGICA,0
A27.8,OUTRAS FORMAS DE LEPTOSPIROSE,0
A28,OUTRAS DOENCAS BACTERIANAS ZOONOTICAS NAO CLASSIFICADAS EM OUTRA PARTE,0
A28.0,PASTEURELOSE,0
A28.1,DOENCA POR ARRANHADURA DO GATO,0
A28.2,YERSINIOSE EXTRA-INTESTINAL,0
A28.8,OUTRAS DOENCAS BACTERIANAS ZOONOTICAS ESPECIFICADAS NAO CLASSIFICADAS EM OUTRA PARTE,0
A28.9,DOENCA BACTERIANA ZOONOTICA NAO ESPECIFICADA,0
A30,HANSENIASE [DOENCA DE HANSEN] [LEPRA],0
A30.0,HANSENIASE [LEPRA] INDETERMINADA,0
A30.1,HANSENIASE [LEPRA] TUBERCULOIDE,0
A30.2,HANSENIASE [LEPRA] TUBERCULOIDE BORDERLINE,0
A30.3,HANSENIASE [LEPRA] DIMORFA,0
A30.4,HANSENIASE [LEPRA] LEPROMATOSA BORDERLINE,0
A30.5,HANSENIASE [LEPRA] LEPROMATOSA,0
A30.8,OUTRAS FORMAS DE HANSENIASE [LEPRA],0
A31,INFECCOES DEVIDAS A OUTRAS MICOBACTERIAS,0
C41.1,MANDIBULA,0
A31.1,INFECCAO CUTANEA MICOBACTERIANA,0
A31.8,OUTRAS INFECCOES MICOBACTERIANAS,0
A31.9,INFECCAO MICOBACTERIANA NAO ESPECIFICADA,0
A32,LISTERIOSE [LISTERIASE],0
A32.0,LISTERIOSE CUTANEA,0
A32.1,MENINGITE E MENINGOENCEFALITE POR LISTERIA,0
A32.7,SEPTICEMIA LISTERIOTICA,0
A32.8,OUTRAS FORMAS DE LISTERIOSE,0
A32.9,LISTERIOSE NAO ESPECIFICADA,0
A34,TETANO OBSTETRICO,0
A36,DIFTERIA,0
A36.0,DIFTERIA FARINGEA,0
A36.1,DIFTERIA NASOFARINGEA,0
A36.2,DIFTERIA LARINGEA,0
A36.3,DIFTERIA CUTANEA,0
A36.8,OUTRAS FORMAS DE DIFTERIA,0
A37,COQUELUCHE,0
A37.0,COQUELUCHE POR BORDETELLA PERTUSSIS,0
A37.1,COQUELUCHE POR BORDETELLA PARAPERTUSSIS,0
A38,ESCARLATINA,0
A39.0,MENINGITE MENINGOCOCICA (G01*),0
A39.1,SINDROME DE WATERHOUSE-FRIDERICHSEN (E35.1*),0
A39.2,MENINGOCOCCEMIA AGUDA,0
A39.3,MENINGOCOCCEMIA CRONICA,0
A39.4,MENINGOCOCCEMIA NAO ESPECIFICADA,0
A39.5,CARDITE POR MENINGOCOCOS,0
A39.8,OUTRAS INFECCOES POR MENINGOCOCOS,0
A39.9,INFECCAO MENINGOCOCICA NAO ESPECIFICADA,0
A40,SEPTICEMIA ESTREPTOCOCICA,0
A40.0,SEPTICEMIA POR STREPTOCOCCUS DO GRUPO A,0
A40.1,SEPTICEMIA POR STREPTOCOCCUS DO GRUPO B,0
A40.2,SEPTICEMIA POR STREPTOCOCCUS DO GRUPO D,0
A40.3,SEPTICEMIA POR STREPTOCOCCUS PNEUMONIA,0
A40.9,SEPTICEMIA ESTREPTOCOCICA NAO ESPECIFICADA,0
A41,OUTRAS SEPTICEMIAS,0
A41.0,SEPTICEMIA POR STAPHYLOCOCCUS AUREUS,0
A41.1,SEPTICEMIA POR OUTROS ESTAFILOCOCOS ESPECIFICADOS,0
A41.2,SEPTICEMIA POR ESTAFILOCOCOS NAO ESPECIFICADOS,0
A41.3,SEPTICEMIA POR HAEMOPHILUS INFLUENZAE,0
A41.4,SEPTICEMIA POR ANAEROBIOS,0
A41.5,SEPTICEMIA POR OUTROS MICROORGANISMOS GRAM-NEGATIVOS,0
A41.8,OUTRAS SEPTICEMIAS ESPECIFICADAS,0
A41.9,SEPTICEMIA NAO ESPECIFICADA,0
A42,ACTINOMICOSE,0
A42.0,ACTINOMICOSE PULMONAR,0
A42.1,ACTINOMICOSE ABDOMINAL,0
A42.2,ACTINOMICOSE CERVICOFACIAL,0
A42.7,SEPTICEMIA ACTINOMICOTICA,0
A42.8,OUTRAS FORMAS DE ACTINOMICOSE,0
A42.9,ACTINOMICOSE NAO ESPECIFICADA,0
A43,NOCARDIOSE,0
A43.0,NOCARDIOSE PULMONAR,0
A43.1,NOCARDIOSE CUTANEA,0
A43.8,OUTRAS FORMAS DE NOCARDIOSE,0
A43.9,NOCARDIOSE NAO ESPECIFICADA,0
A44,BARTONELOSE,0
A44.0,BARTONELOSE SISTEMICA,0
A44.8,OUTRAS FORMAS DE BARTONELOSE,0
A44.9,BARTONELOSE NAO ESPECIFICADA,0
A46,ERISIPELA,0
A48,OUTRAS DOENCAS BACTERIANAS NAO CLASSIFICADAS EM OUTRA PARTE,0
A48.0,GANGRENA GASOSA,0
A48.1,DOENCA DOS LEGIONARIOS,0
A48.2,DOENCA DOS LEGIONARIOS NAO-PNEUMONICA [FEBRE DE PONTIAC],0
A48.3,SINDROME DO CHOQUE TOXICO,0
A48.8,OUTRAS DOENCAS BACTERIANAS ESPECIFICADAS,0
A49,INFECCAO BACTERIANA DE LOCAL NAO ESPECIFICADO,0
A49.0,INFECCAO ESTAFILOCOCICA NAO ESPECIFICADA,0
A49.1,INFECCAO ESTREPTOCOCICA NAO ESPECIFICADA,0
A49.2,INFECCAO POR HAEMOPHILUS INFLUENZAE NAO ESPECIFICADA,0
A49.3,INFECCAO POR MYCOPLASMA NAO ESPECIFICADA,0
A49.8,OUTRAS INFECCOES BACTERIANAS DE LOCALIZACAO NAO ESPECIFICADA,0
A49.9,INFECCAO BACTERIANA NAO ESPECIFICADA,0
A50,SIFILIS CONGENITA,0
A50.0,SIFILIS CONGENITA PRECOCE SINTOMATICA,0
A50.1,"SIFILIS CONGENITA PRECOCE,FORMA LATENTE",0
A50.2,SIFILIS CONGENITA PRECOCE NAO ESPECIFICADA,0
A50.3,OCULOPATIA SIFILITICA CONGENITA TARDIA,0
A50.4,NEUROSSIFILIS CONGENITA TARDIA [NEUROSSIFILIS JUVENIL],0
A50.5,OUTRAS FORMAS TARDIAS E SINTOMATICAS DA SIFILIS CONGENITA,0
A50.6,SIFILIS CONGENITA TARDIA LATENTE,0
A50.7,SIFILIS CONGENITA TARDIA NAO ESPECIFICADA,0
A51,SIFILIS PRECOCE,0
A51.0,SIFILIS GENITAL PRIMARIA,0
A51.1,SIFILIS ANAL PRIMARIA,0
A51.3,SIFILIS SECUNDARIA DA PELE E DAS MUCOSAS,0
A51.4,OUTRAS FORMAS DE SIFILIS SECUNDARIA,0
A51.5,SIFILIS PRECOCE LATENTE,0
A51.9,SIFILIS PRECOCE NAO ESPECIFICADA,0
A52,SIFILIS TARDIA,0
A52.0,SIFILIS CARDIOVASCULAR,0
A52.1,NEUROSSIFILIS SINTOMATICA,0
A52.2,NEUROSSIFILIS ASSINTOMATICA,0
A52.3,NEUROSSIFILIS NAO ESPECIFICADA,0
A52.7,OUTRAS FORMAS DE SIFILIS TARDIA SINTOMATICA,0
A52.8,SIFILIS TARDIA LATENTE,0
A52.9,SIFILIS TARDIA NAO ESPECIFICADA,0
A53.0,"SIFILIS LATENTE,NAO ESPECIFICADA SE RECENTE OU TARDIA",0
A54.1,"INFECCAO GONOCOCICA DO TRATO GENITURINARIO INFERIOR,COM ABSCESSO PERIURETRAL OU DAS GLANDULAS ACESSORIAS",0
A54.2,PELVIPERITONITE GONOCOCICA E OUTRAS INFECCOES GENITURINARIAS GONOCOCICAS,0
A54.3,INFECCAO GONOCOCICA DO OLHO,0
A54.4,INFECCAO GONOCOCICA DO SISTEMA MUSCULO-ESQUELETICO,0
A54.5,FARINGITE GONOCOCICA,0
A54.6,INFECCAO GONOCOCICA DO ANUS OU DO RETO,0
A54.8,OUTRAS INFECCOES GONOCOCICAS,0
A54.9,INFECCAO GONOCOCICA NAO ESPECIFICADA,0
A55,LINFOGRANULOMA (VENEREO) POR CLAMIDIA,0
A56,OUTRAS INFECCOES CAUSADAS POR CLAMIDIAS TRANSMITIDAS POR VIA SEXUAL,0
A56.0,INFECCOES POR CLAMIDIAS DO TRATO GENITURINARIO INFERIOR,0
A56.1,"INFECCAO POR CLAMIDIAS,PELVIPERITONIAL E DE OUTROS ORGAOS GENITURINARIOS",0
A56.2,"INFECCAO POR CLAMIDIAS DO TRATO GENITURINARIO,LOCALIZACAO NAO ESPECIFICADA",0
A56.3,INFECCAO DO ANUS E DO RETO POR CLAMIDIAS,0
A56.4,INFECCAO DA FARINGE POR CLAMIDIAS,0
A56.8,"INFECCAO POR CLAMIDIAS TRANSMITIDA POR VIA SEXUAL,DE OUTRAS LOCALIZACOES",0
A57,CANCRO MOLE,0
A58,GRANULOMA INGUINAL,0
A59,TRICOMONIASE,0
A59.0,TRICOMONIASE UROGENITAL,0
A59.8,OUTRAS LOCALIZACOES DE TRICOMONIASE,0
A59.9,TRICOMONIASE NAO ESPECIFICADA,0
A60.0,INFECCAO DOS ORGAOS GENITAIS E DO TRATO GENITURINARIO PELO VIRUS DO HERPES,0
A60.1,INFECCAO DA MARGEM CUTANEA DO ANUS E DO RETO PELO VIRUS DO HERPES,0
A60.9,INFECCAO ANOGENITAL NAO ESPECIFICADA PELO VIRUS DO HERPES,0
A63,"OUTRAS DOENCAS DE TRANSMISSAO PREDOMINANTEMENTE SEXUAL,NAO CLASSIFICADAS EM OUTRA PARTE",0
A63.8,OUTRAS DOENCAS ESPECIFICADAS DE TRANSMISSAO PREDOMINANTEMENTE SEXUAL,0
A64,"DOENCAS SEXUALMENTE TRANSMITIDAS,NAO ESPECIFICADAS",0
A65,SIFILIS NAO-VENEREA,0
A66.0,LESOES INICIAIS DA BOUBA,0
A66.1,PAPILOMAS MULTIPLOS E BOUBA PLANTAR UMIDA (CRAVO DE BOUBA),0
A66.2,OUTRAS LESOES CUTANEAS PRECOCES DA BOUBA,0
A66.3,HIPERCERATOSE DEVIDA A BOUBA,0
A66.4,GOMAS E ULCERAS DEVIDAS A BOUBA,0
A66.5,GANGOSA,0
A53,SIFILIS EM ADULTO (EXCLUIDA A FORMA PRIMARIA),0
A60,HERPES GENITAL (APENAS O PRIMEIRO EPISODIO),0
A63.0,CONDILOMA ACUMINADO (VERRUGAS ANOGENITAIS),0
A67.0,LESOES PRIMARIAS DA PINTA,0
A67.1,LESOES INTERMEDIARIAS DA PINTA,0
A66.7,OUTRAS MANIFESTACOES DA BOUBA,0
A66.8,BOUBA LATENTE,0
A66.9,BOUBA NAO ESPECIFICADA,0
A67,PINTA [CARATE],0
A67.2,LESOES TARDIAS DA PINTA,0
A67.3,LESOES MISTAS DA PINTA,0
A67.9,PINTA NAO ESPECIFICADA,0
A68,FEBRES RECORRENTES [BORRELIOSES],0
A68.0,FEBRE RECORRENTE TRANSMITIDA POR PIOLHOS,0
A68.1,FEBRE RECORRENTE TRANSMITIDA POR CARRAPATOS,0
A68.9,FEBRE RECORRENTE NAO ESPECIFICADA,0
A69,OUTRAS INFECCOES POR ESPIROQUETAS,0
A69.0,ESTOMATITE ULCERATIVA NECROTIZANTE,0
A69.1,OUTRAS INFECCOES DE VINCENT,0
A69.8,OUTRAS INFECCOES ESPECIFICADAS POR ESPIROQUETAS,0
A69.9,"INFECCAO POR ESPIROQUETA,NAO ESPECIFICADA",0
A70,INFECCOES CAUSADAS POR CLAMIDIA PSITTACI,0
A71.0,FASE INICIAL DO TRACOMA,0
A71.1,FASE ATIVA DO TRACOMA,0
A74,OUTRAS DOENCAS CAUSADAS POR CLAMIDIAS,0
A74.0,CONJUNTIVITE CAUSADA POR CLAMIDIAS (H13.1*),0
A74.8,OUTRAS DOENCAS CAUSADAS POR CLAMIDIAS,0
A74.9,INFECCAO CAUSADA POR CLAMIDIAS NAO ESPECIFICADA,0
A75.1,TIFO RECRUDESCENTE [DOENCA DE BRILL],0
A75.2,TIFO POR RICKETTSIA TYPHI,0
A75.3,TIFO POR RICKETTSIA TSUTSUGAMUCHI,0
A75.9,TIFO NAO ESPECIFICADO,0
A77.0,FEBRE MACULOSA POR RICKETTSIA RICHETTSII,0
A77.1,FEBRE MACULOSA POR RICKETTSIA CONORII,0
A77.2,FEBRE MACULOSA DEVIDA A RICKETTSIA SIBERICA,0
A77.3,FEBRE MACULOSA DEVIDA A RICKETTSIA AUSTRALIS,0
A77.8,OUTRAS FEBRES MACULOSAS,0
A78,FEBRE Q,0
A79,OUTRAS RICKETTSIOSES,0
A79.0,FEBRE DAS TRINCHEIRAS,0
A79.1,RICKETTSIOSE VARICELIFORME DEVIDA A RICKETTSIA AKARI,0
A79.8,OUTROS TIPOS DE RICKETTSIOSES ESPECIFICADAS,0
A79.9,RICKETTSIOSE NAO ESPECIFICADA,0
A80.1,"POLIOMIELITE PARALITICA AGUDA,VIRUS SELVAGEM IMPORTADO",0
A80.2,"POLIOMIELITE PARALITICA AGUDA,VIRUS SELVAGEM INDIGENA",0
A80.3,"POLIOMIELITES PARALITICAS AGUDAS,OUTRAS E NAO ESPECIFICADAS",0
A80.4,POLIOMIELITE AGUDA NAO-PARALITICA,0
A81,INFECCOES POR VIRUS ATIPICO DO SISTEMA NERVOSO CENTRAL,0
A81.1,PANENCEFALITE ESCLEROSANTE SUBAGUDA,0
A81.2,LEUCOENCEFALOPATIA MULTIFOCAL PROGRESSIVA,0
A81.8,OUTRAS INFECCOES POR VIRUS ATIPICO DO SISTEMA NERVOSO CENTRAL,0
A81.9,INFECCAO NAO ESPECIFICADA DO SISTEMA NERVOSOS CENTRAL POR VIRUS ATIPICO,0
A82,RAIVA,0
A82.0,RAIVA SILVESTRE,0
A82.1,RAIVA URBANA,0
A83,ENCEFALITE POR VIRUS TRANSMITIDOS POR MOSQUITOS,0
A83.0,ENCEFALITE JAPONESA,0
A83.1,ENCEFALITE EQUINA OCIDENTAL,0
A83.2,ENCEFALITE EQUINA ORIENTAL,0
A83.3,ENCEFALITE DE ST. LOUIS,0
A83.4,ENCEFALITE AUSTRALIANA,0
A83.5,ENCEFALITE DA CALIFORNIA,0
A83.6,DOENCA PELO VIRUS DE ROCIO,0
A83.8,OUTRAS ENCEFALITES POR VIRUS TRANSMITIDAS POR MOSQUITOS,0
A84,ENCEFALITE POR VIRUS TRANSMITIDO POR CARRAPATOS,0
A84.0,ENCEFALITE DA TAIGA [ENCEFALITE VERNOESTIVAL RUSSA],0
A84.1,ENCEFALITE DA EUROPA CENTRAL TRANSMITIDA POR CARRAPATOS,0
A84.8,OUTRAS ENCEFALITES POR VIRUS TRANSMITIDAS POR CARRAPATOS,0
A84.9,ENCEFALITE NAO ESPECIFICADA POR VIRUS TRANSMITIDA POR CARRAPATOS,0
A85,"OUTRAS ENCEFALITES VIRAIS,NAO CLASSIFICADAS EM OUTRA PARTE",0
A85.0,ENCEFALITE POR ENTEROVIRUS (G05.1*),0
A85.1,ENCEFALITE POR ADENOVIRUS (G05.1*),0
A85.2,"ENCEFALITE POR VIRUS TRANSMITIDO POR ARTROPODES,NAO ESPECIFICADA",0
A85.8,OUTRAS ENCEFALITES VIRAIS ESPECIFICADAS,0
A87,MENINGITE VIRAL,0
A87.0,MENINGITE POR ENTEROVIRUS (G02.0*),0
A87.1,MENINGITE POR ADENOVIRUS (G02.0*),0
A87.2,CORIOMENINGITE LINFOCITARIA,0
A87.8,OUTRAS MENINGITES VIRAIS,0
A87.9,MENINGITE VIRAL NAO ESPECIFICADA,0
A88,OUTRAS INFECCOES VIRAIS DO SISTEMA NERVOSO CENTRAL NAO CLASSIFICADAS EM OUTRA PARTE,0
A86,"ENCEFALITE VIRAL,NAO ESPECIFICADA",180
A88.0,FEBRE EXANTEMATICA POR ENTEROVIRUS [EXANTEMA DE BOSTON],0
A88.1,VERTIGEM EPIDEMICA,0
A88.8,OUTRAS INFECCOES VIRAIS ESPECIFICADAS DO SISTEMA NERVOSO CENTRAL,0
A89,INFECCOES VIRAIS NAO ESPECIFICADAS DO SISTEMA NERVOSO CENTRAL,0
A91,FEBRE HEMORRAGICA DEVIDA AO VIRUS DO DENGUE,0
A92,OUTRAS FEBRES VIRAIS TRANSMITIDAS POR MOSQUITOS,0
A92.1,FEBRE DE ONYONG-NYONG,0
A92.2,FEBRE EQUINA VENEZUELANA,0
A92.4,FEBRE DO VALE DO RIFT,0
A92.9,"FEBRE VIRAL TRANSMITIDA POR MOSQUITOS,NAO ESPECIFICADA",0
A93,OUTRAS FEBRES POR VIRUS TRANSMITIDAS POR ARTROPODES NAO CLASSIFICADAS EM OUTRA PARTE,0
A93.0,FEBRE DE OROPOUCHE,0
A93.1,FEBRE POR FLEBOTOMOS,0
A93.2,FEBRE DO COLORADO TRANSMITIDA POR CARRAPATOS,0
A94,"FEBRE VIRAL TRANSMITIDA POR ARTROPODES,NAO ESPECIFICADA",0
A95.0,FEBRE AMARELA SILVESTRE,0
A95.1,FEBRE AMARELA URBANA,0
A96,FEBRE HEMORRAGICA POR ARENAVIRUS,0
A96.0,FEBRE HEMORRAGICA DE JUNIN,0
A96.1,FEBRE HEMORRAGICA DE MACHUPO,0
A96.8,OUTRAS FEBRES HEMORRAGICAS POR ARENAVIRUS,0
A98,"OUTRAS FEBRES HEMORRAGICAS POR VIRUS,NAO CLASSIFICADAS EM OUTRA PARTE",0
A98.0,FEBRE HEMORRAGICA DA CRIMEIA (DO CONGO),0
A98.1,FEBRE HEMORRAGICA DE OMSK,0
A98.2,DOENCA DA FLORESTA DE KYASANUR,0
A98.5,FEBRE HEMORRAGICA COM SINDROME RENAL,0
A99,FEBRES HEMORRAGICAS VIRAIS NAO ESPECIFICADAS,0
B00,INFECCOES PELO VIRUS DO HERPES [HERPES SIMPLES],0
B00.0,ECZEMA HERPETICO,0
B00.1,DERMATITE VESICULAR DEVIDO AO VIRUS DO HERPES,0
B00.2,GENGIVOESTOMATITE E FARINGOAMIGDALITE DEVIDA AO VIRUS DO HERPES,0
B00.3,MENINGITE DEVIDA AO VIRUS DO HERPES (G02.0*),0
B00.4,ENCEFALITE DEVIDA AO VIRUS DO HERPES (G05.1*),0
B00.5,AFECCOES OCULARES DEVIDAS AO VIRUS DO HERPES,0
B00.7,DOENCA DISSEMINADA DEVIDA AO VIRUS DO HERPES,0
B00.8,OUTRAS FORMAS DE INFECCAO DEVIDA AO VIRUS DO HERPES,0
B00.9,INFECCAO NAO ESPECIFICADA DEVIDA AO VIRUS DO HERPES,0
B01.0,MENINGITE POR VARICELA (G02.0*),0
B01.1,ENCEFALITE POR VARICELA (G05.1*),0
B01.2,PNEUMOPATIA VARICELOSA (J17.1*),0
B01.8,VARICELA COM OUTRAS COMPLICACOES,0
B02,HERPES ZOSTER [ZONA],0
B02.0,ENCEFALITE PELO VIRUS DO HERPES ZOSTER (G05.1*),0
B02.1,MENINGITE PELO VIRUS DO HERPES ZOSTER (G02.0*),0
B02.2,HERPES ZOSTER ACOMPANHADO DE OUTRAS MANIFESTACOES NEUROLOGICAS,0
B02.3,HERPES ZOSTER OFTALMICO,0
B02.7,HERPES ZOSTER DISSEMINADO,0
B02.8,HERPES ZOSTER COM OUTRAS COMPLICACOES,0
B02.9,HERPES ZOSTER SEM COMPLICACAO,0
B04,VARIOLA DOS MACACOS [MONKEYPOX],0
B05,SARAMPO,0
B05.0,SARAMPO COMPLICADO POR ENCEFALITE (G05.1*),0
B05.1,SARAMPO COMPLICADO POR MENINGITE (G02.0*),0
B05.2,SARAMPO COMPLICADO POR PNEUMONIA (J17.1*),0
B05.3,SARAMPO COMPLICADO POR OTITE MEDIA (H67.1*),0
B05.4,SARAMPO COM COMPLICACOES INTESTINAIS,0
B05.8,SARAMPO COM OUTRAS COMPLICACOES,0
B05.9,SARAMPO SEM COMPLICACAO,0
B06,RUBEOLA,0
B06.0,RUBEOLA COM COMPLICACOES NEUROLOGICAS,0
B06.8,RUBEOLA COM OUTRAS COMPLICACOES,0
B06.9,RUBEOLA SEM COMPLICACAO,0
B07,VERRUGAS DE ORIGEM VIRAL,0
B08,"OUTRAS INFECCOES VIRAIS CARACTERIZADAS POR LESOES DA PELE E DAS MEMBRANAS MUCOSAS,NAO CLASSIFICADAS EM OUTRA PARTE",0
B08.0,OUTRAS INFECCOES POR ORTOPOXVIRUS,0
B08.1,MOLUSCO CONTAGIOSO,0
B08.2,EXANTEMA SUBITO [SEXTA DOENCA],0
B08.3,ERITEMA INFECCIOSO [QUINTA DOENCA],0
B08.4,ESTOMATITE VESICULAR DEVIDA A ENTEROVIRUS COM EXANTEMA,0
B08.5,FARINGITE VESICULAR DEVIDA A ENTEROVIRUS,0
B08.8,OUTRAS INFECCOES VIRAIS ESPECIFICADAS CARACTERIZADAS POR LESOES DE PELE E DAS MEMBRANAS MUCOSAS,0
B15,HEPATITE AGUDA A,0
B15.0,HEPATITE A COM COMA HEPATICO,0
B15.9,HEPATITE A SEM COMA HEPATICO,0
A93.8,OUTRAS FEBRES VIRAIS ESPECIFICADAS TRANSMITIDAS POR ARTROPODES,60
A92.8,DOENÇA AGUDA PELO VÍRUS ZIKA,60
B16.0,"HEPATITE AGUDA B COM AGENTE DELTA (CO-INFECCAO),COM COMA HEPATICO",0
B16.1,"HEPATITE AGUDA B COM AGENTE DELTA,(CO-INFECCAO),SEM COMA HEPATICO",0
B16.2,"HEPATITE AGUDA B SEM AGENTE DELTA,COM COMA HEPATICO",0
B16.9,HEPATITE AGUDA B SEM AGENTE DELTA E SEM COMA HEPATICO,0
B17,OUTRAS HEPATITES VIRAIS AGUDAS,0
B17.0,(SUPER)INFECCAO DELTA AGUDA DE PORTADOR DE HEPATITE B,0
B17.1,HEPATITE AGUDA C,0
B17.2,HEPATITE AGUDA E,0
B17.8,OUTRAS HEPATITES VIRAIS AGUDAS ESPECIFICADAS,0
B18,HEPATITE VIRAL CRONICA,0
B18.0,HEPATITE VIRAL CRONICA B COM AGENTE DELTA,0
B18.2,HEPATITE VIRAL CRONICA C,0
B18.8,OUTRAS HEPATITES CRONICAS VIRAIS,0
B18.9,HEPATITE VIRAL CRONICA NAO ESPECIFICADA,0
B19.0,"HEPATITE VIRAL,NAO ESPECIFICADA,COM COMA",0
B19.9,"HEPATITE VIRAL,NAO ESPECIFICADA,SEM COMA",0
B20,"DOENCA PELO VIRUS DA IMUNODEFICIENCIA HUMANA [HIV],RESULTANDO EM DOENCAS INFECCIOSAS E PARASITARIAS",0
B20.0,DOENCA PELO HIV RESULTANDO EM INFECCOES MICOBACTERIANAS,0
B20.1,DOENCA PELO HIV RESULTANDO EM OUTRAS INFECCOES BACTERIANAS,0
B20.2,DOENCA PELO HIV RESULTANDO EM DOENCA CITOMEGALICA,0
B20.3,DOENCA PELO HIV RESULTANDO EM OUTRAS INFECCOES VIRAIS,0
B20.4,DOENCA PELO HIV RESULTANDO EM CANDIDIASE,0
B20.5,DOENCA PELO HIV RESULTANDO EM OUTRAS MICOSES,0
B20.6,DOENCA PELO HIV RESULTANDO EM PNEUMONIA POR PNEUMOCYSTIS CARINII,0
B20.7,DOENCA PELO HIV RESULTANDO EM INFECCOES MULTIPLAS,0
B20.8,DOENCA PELO HIV RESULTANDO EM OUTRAS DOENCAS INFECCIOSAS E PARASITARIAS,0
B20.9,DOENCA PELO HIV RESULTANDO EM DOENCA INFECCIOSA OU PARASITARIA NAO ESPECIFICADA,0
B21,"DOENCA PELO VIRUS DA IMUNODEFICIENCIA HUMANA [HIV],RESULTANDO EM NEOPLASIAS MALIGNAS",0
B21.0,DOENCA PELO HIV RESULTANDO EM SARCOMA DE KAPOSI,0
B21.1,DOENCA PELO HIV RESULTANDO EM LINFOMA DE BURKITT,0
B21.2,DOENCA PELO HIV RESULTANDO EM OUTROS TIPOS DE LINFOMA NAO-HODGKIN,0
B21.7,DOENCA PELO HIV RESULTANDO EM MULTIPLAS NEOPLASIAS MALIGNAS,0
B21.8,DOENCA PELO HIV RESULTANDO EM OUTRAS NEOPLASIAS MALIGNAS,0
B21.9,DOENCA PELO HIV RESULTANDO EM NEOPLASIA MALIGNA NAO ESPECIFICADA,0
B22,DOENCA PELO VIRUS DA IMUNODEFICIENCIA HUMANA [HIV] RESULTANDO EM OUTRAS DOENCAS ESPECIFICADAS,0
B22.0,DOENCA PELO HIV RESULTANDO EM ENCEFALOPATIA,0
B22.1,DOENCA PELO HIV RESULTANDO EM PNEUMONITE INTERSTICIAL LINFATICA,0
B22.2,DOENCA PELO HIV RESULTANDO EM SINDROME DE EMACIACAO,0
B22.7,DOENCA PELO HIV RESULTANDO EM DOENCAS MULTIPLAS CLASSIFICADAS EM OUTRA PARTE,0
B23,DOENCA PELO VIRUS DA IMUNODEFICIENCIA HUMANA [HIV] RESULTANDO EM OUTRAS DOENCAS,0
B23.1,DOENCA PELO HIV RESULTANDO EM LINFADENOPATIAS GENERALIZADAS (PERSISTENTES),0
B23.2,DOENCA PELO HIV RESULTANDO EM ANOMALIAS HEMATOLOGICAS E IMUNOLOGICAS NAO CLASSIFICADAS EM OUTRA PARTE,0
B23.8,DOENCA PELO HIV RESULTANDO EM OUTRA AFECCOES ESPECIFICADAS,0
B25,DOENCA POR CITOMEGALOVIRUS,0
B25.0,PNEUMONITE POR CITOMEGALOVIRUS (J17.1*),0
B25.1,HEPATITE POR CITOMEGALOVIRUS (K77.0*),0
B25.2,PANCREATITE POR CITOMEGALOVIRUS (K87.1*),0
B25.8,OUTRAS DOENCAS POR CITOMEGALOVIRUS,0
B25.9,DOENCA NAO ESPECIFICADA POR CITOMEGALOVIRUS,0
B26.0,ORQUITE POR CAXUMBA [PAROTIDITE EPIDEMICA] (N51.1*),0
B26.1,MENINGITE POR CAXUMBA [PAROTIDITE EPIDEMICA] (G02.0*),0
B26.2,ENCEFALITE POR CAXUMBA [PAROTIDITE EPIDEMICA] (G05.1*),0
B26.3,PANCREATITE POR CAXUMBA [PAROTIDITE EPIDEMICA] (K87.1*),0
B26.8,CAXUMBA [PAROTIDITE EPIDEMICA] COM OUTRAS COMPLICACOES,0
B26.9,CAXUMBA [PAROTIDITE EPIDEMICA] SEM COMPLICACOES,0
B27,MONONUCLEOSE INFECCIOSA,0
B27.0,MONONUCLEOSE PELO VIRUS HERPES GAMA,0
B27.1,MONONUCLEOSE POR CITOMEGALOVIRUS,0
B27.8,OUTRAS MONONUCLEOSES INFECCIOSAS,0
B27.9,MONONUCLEOSE INFECCIOSA NAO ESPECIFICADA,0
B30,CONJUNTIVITE VIRAL,0
B30.0,CERATOCONJUNTIVITE DEVIDA A ADENOVIRUS (H19.2*),0
B30.1,CONJUNTIVITE DEVIDA A ADENOVIRUS (H13.1*),0
B30.2,FARINGOCONJUNTIVITE VIRAL,0
B30.3,CONJUNTIVITE HEMORRAGICA AGUDA ENDEMICA (POR ENTEROVIRUS) (H13.1*),0
B30.8,OUTRAS CONJUNTIVITES VIRAIS (H13.1*),0
B30.9,CONJUNTIVITE VIRAL NAO ESPECIFICADA,0
B33,OUTRAS DOENCAS POR VIRUS NAO CLASSIFICADA EM OUTRA PARTE,0
B33.1,DOENCA DE ROSS RIVER,0
B33.2,CARDITE VIRAL,0
B33.8,OUTRAS DOENCAS ESPECIFICADAS POR VIRUS,0
B34,"DOENCAS POR VIRUS,DE LOCALIZACAO NAO ESPECIFICADA",0
B34.0,"INFECCAO POR ADENOVIRUS,NAO ESPECIFICADA",0
B34.1,"INFECCAO POR ENTEROVIRUS,NAO ESPECIFICADA",0
B34.2,"INFECCAO POR CORONAVIRUS,NAO ESPECIFICADA",0
B34.3,"INFECCAO POR PARVOVIRUS,NAO ESPECIFICADA",0
B34.4,"INFECCAO POR PAPOVAVIRUS,NAO ESPECIFICADA",0
